image_name,point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y,class_name
palm_450_keypoints,-0.0,0.0,-2.468,1.189,-4.937,4.378,-6.739,7.567,-8.811,10.468,-2.847,9.585,-3.442,14.684,-3.082,18.18,-2.631,20.883,-0.0,10.0,-0.685,15.892,-0.307,19.495,0.017,23.441,2.648,9.892,1.891,15.351,1.801,18.811,1.765,21.928,5.062,9.045,4.702,13.549,4.576,16.126,4.107,18.649,palm
palm_451_keypoints,-0.0,0.0,-3.205,1.322,-5.779,5.384,-6.932,9.86,-8.91,13.552,-2.853,10.052,-2.007,14.828,-1.263,18.147,-0.381,20.284,0.001,10.0,1.237,15.115,2.239,18.453,2.982,21.77,2.42,9.502,3.222,14.171,4.092,17.188,5.087,19.902,4.639,8.211,5.415,12.517,6.019,14.892,6.022,17.017,palm
palm_452_keypoints,0.0,0.0,-1.285,2.606,2.801,6.03,8.445,4.868,13.305,5.011,2.089,10.045,5.24,7.655,8.893,4.244,10.531,4.065,-0.001,9.999,3.713,7.324,7.253,3.858,3.36,4.897,-5.219,6.3,-2.682,5.439,-5.916,2.858,2.685,5.409,-7.249,6.989,-8.62,4.342,-8.225,4.114,-7.778,3.207,palm
palm_453_keypoints,-0.0,0.0,-3.025,0.789,-5.681,3.663,-7.201,9.375,-9.604,12.965,-3.179,9.929,-2.302,15.597,-0.691,18.982,0.834,21.876,-0.002,10.0,1.408,15.826,2.37,19.832,3.917,22.849,2.755,9.132,3.733,14.655,4.45,18.705,5.584,21.541,5.491,8.142,6.251,12.437,6.852,15.115,7.228,17.96,palm
palm_454_keypoints,-0.0,0.0,-3.747,1.105,-6.029,4.259,-7.421,8.743,-9.923,12.301,-3.225,9.776,-2.608,15.235,-1.548,18.472,-0.442,22.219,-0.0,10.0,0.675,16.094,1.803,20.095,2.608,23.356,2.532,9.644,3.265,14.963,3.874,18.884,4.668,22.018,4.984,8.399,5.742,12.562,6.121,15.348,6.21,17.776,palm
palm_455_keypoints,-0.0,0.0,-3.458,1.864,-5.793,5.542,-6.945,9.262,-8.266,11.951,-2.614,9.843,-2.566,14.423,-1.77,17.821,-0.478,20.668,0.001,10.0,0.563,15.554,1.186,19.334,1.924,22.389,2.425,9.718,2.624,15.215,3.134,18.307,3.624,21.285,4.353,9.283,4.88,13.196,5.181,15.735,4.833,17.91,palm
palm_456_keypoints,0.0,0.0,24.083,-2.322,42.093,-0.116,60.597,-8.461,84.627,-11.834,20.386,17.343,67.438,-58.288,77.876,-79.89,86.988,-96.684,-0.0,10.0,55.448,-76.074,68.537,-97.289,79.029,-117.839,20.761,-55.3,40.865,-83.2,54.56,-102.865,64.779,-118.668,6.618,-64.025,20.314,-83.691,26.996,-96.675,37.379,-109.326,palm
palm_457_keypoints,-0.0,0.0,-3.803,0.464,-6.848,4.718,-9.259,9.973,-11.731,13.907,-3.516,10.157,-3.208,17.055,-1.243,21.526,0.237,24.989,0.006,10.0,1.369,17.439,2.613,22.236,3.971,26.293,3.956,9.529,4.846,16.254,5.629,20.63,6.547,24.707,6.705,8.524,8.116,13.754,8.553,16.971,8.538,19.912,palm
palm_458_keypoints,-0.0,0.0,-3.92,0.831,-7.113,4.974,-8.627,10.705,-10.779,15.451,-3.514,10.45,-2.291,16.646,-0.141,20.964,1.444,23.816,0.003,10.0,2.215,16.495,4.061,20.865,5.876,24.147,3.593,9.07,4.942,15.088,6.38,18.904,8.069,22.363,6.545,7.155,7.559,12.137,8.181,14.843,8.678,17.727,palm
palm_459_keypoints,-0.0,0.0,-2.911,1.818,-5.633,6.676,-7.087,11.393,-8.176,14.932,-2.234,10.902,-0.776,13.801,-0.314,12.95,6.357,15.37,-0.001,10.0,2.459,14.268,4.259,15.518,4.684,15.748,2.461,8.672,4.004,12.26,5.015,14.459,5.831,16.003,4.388,7.147,5.854,10.877,6.646,13.142,7.025,14.814,palm
palm_45_keypoints,-0.0,0.0,-2.077,3.631,-4.275,6.779,-4.489,10.416,-3.856,13.326,-1.262,10.258,-0.595,13.853,0.228,16.656,1.229,19.058,0.979,9.952,1.79,14.52,2.624,17.519,3.526,19.925,3.013,9.46,3.899,13.534,4.224,16.166,4.926,18.484,5.112,8.279,5.578,11.785,6.061,13.625,6.166,15.776,palm
palm_460_keypoints,-0.0,0.0,-3.035,2.086,-5.465,6.817,-7.081,11.781,-8.089,15.561,-2.724,11.123,-1.107,16.158,0.419,19.373,2.057,22.55,0.002,9.999,2.09,16.12,3.652,19.446,4.783,21.428,2.616,8.913,4.269,14.061,5.495,17.495,6.87,21.004,4.49,7.447,6.008,11.404,6.652,13.791,7.07,16.248,palm
palm_461_keypoints,-0.0,0.0,-3.118,1.529,-5.999,6.001,-6.939,11.236,-8.439,15.237,-2.734,11.059,-1.321,16.706,0.298,20.177,1.357,22.912,0.002,10.0,1.621,16.47,3.092,20.352,4.416,23.646,2.737,8.941,3.944,14.764,5.004,18.5,6.121,21.97,4.737,7.441,5.767,12.058,6.473,14.882,6.915,17.146,palm
palm_462_keypoints,-0.0,0.0,-3.246,1.487,-6.087,6.309,-7.023,10.882,-8.284,14.42,-2.729,11.019,-1.511,16.636,-0.119,20.022,0.951,22.375,-0.0,10.0,1.517,16.532,2.721,20.201,4.093,22.859,2.656,9.237,3.52,14.922,4.842,18.568,5.885,21.412,5.103,8.029,5.951,12.376,6.432,14.842,6.89,17.192,palm
palm_463_keypoints,-0.0,0.0,-3.308,1.272,-6.01,5.002,-6.609,9.246,-7.271,12.437,-2.555,9.983,-2.018,14.684,-0.434,17.942,0.81,20.402,0.0,10.0,1.052,15.257,2.325,18.566,3.49,19.868,2.457,9.395,3.185,13.959,4.081,16.902,5.08,19.827,4.607,8.201,5.394,11.798,5.829,13.856,6.144,15.828,palm
palm_464_keypoints,-0.0,0.0,-2.981,0.502,-5.69,4.104,-6.66,8.6,-7.876,12.066,-2.738,9.58,-2.556,14.29,-1.005,18.291,-0.517,20.353,0.256,9.996,0.908,15.391,1.644,18.714,2.256,21.349,3.009,9.613,3.084,14.9,3.815,17.763,4.782,21.082,5.525,8.658,5.93,12.905,6.194,15.316,6.794,17.147,palm
palm_465_keypoints,-0.0,0.0,-3.261,1.022,-6.43,4.654,-6.954,9.218,-7.963,12.89,-2.836,9.985,-2.115,14.392,-1.775,11.084,-5.377,8.823,0.005,10.0,1.884,11.753,1.967,10.841,1.916,9.366,2.401,10.258,2.895,11.378,3.451,11.017,1.892,8.685,4.656,9.726,5.423,12.198,4.832,11.538,3.712,8.736,palm
palm_466_keypoints,-0.0,0.0,-3.449,2.628,-6.563,5.948,-7.621,9.98,-8.031,13.019,-3.138,10.468,-2.402,14.886,-1.823,18.098,-1.177,20.725,0.002,10.0,0.325,15.17,0.793,18.311,1.185,21.086,2.355,9.411,2.788,14.654,2.829,17.122,3.217,19.422,4.761,8.621,5.051,12.274,5.107,14.358,4.889,16.5,palm
palm_467_keypoints,-0.0,0.0,-3.621,2.682,-6.563,5.965,-7.51,9.954,-7.998,13.016,-3.007,10.242,-2.21,14.616,-1.681,18.12,-1.013,20.946,-0.001,10.0,0.301,15.124,0.9,18.52,1.354,21.205,2.488,9.494,2.861,14.51,2.96,17.268,3.323,19.508,4.816,8.649,5.043,12.491,5.174,14.502,4.932,16.496,palm
palm_468_keypoints,-0.0,0.0,-3.162,2.411,-6.219,5.966,-7.193,9.703,-7.517,12.525,-2.922,10.139,-2.273,14.493,-1.814,17.719,-1.315,20.134,0.0,10.0,0.275,14.775,0.632,17.929,0.886,20.474,2.228,9.443,2.691,14.276,2.67,16.78,2.879,19.065,4.584,8.597,4.682,12.33,4.833,14.268,4.52,16.108,palm
palm_469_keypoints,-0.0,0.0,-3.05,2.229,-5.851,5.653,-6.597,9.117,-6.881,11.78,-2.741,9.727,-2.271,13.678,-1.673,16.791,-1.21,18.94,0.002,10.0,0.173,14.157,0.817,17.018,0.891,19.303,1.956,9.318,2.425,13.268,2.602,15.703,2.905,17.874,4.336,8.166,4.75,11.715,4.825,13.426,4.6,15.342,palm
palm_46_keypoints,-0.0,0.0,-2.88,3.249,-5.097,6.763,-6.012,10.138,-6.635,12.938,-2.085,10.682,-1.906,14.758,-1.372,17.275,-0.866,19.705,0.0,10.0,0.26,14.914,0.591,17.691,1.095,20.411,1.565,9.2,2.177,13.423,2.479,16.112,2.897,18.86,3.164,7.619,3.895,11.034,4.23,13.233,4.129,15.573,palm
palm_470_keypoints,-0.0,0.0,-3.554,2.264,-6.63,5.818,-6.742,9.718,-6.79,12.734,-2.882,10.224,-2.001,14.95,-1.341,18.156,-0.669,20.776,-0.003,10.0,0.581,15.352,1.322,18.448,1.994,21.068,2.685,9.124,2.97,14.422,3.371,17.179,3.988,19.419,4.966,8.113,5.384,12.324,5.674,14.321,5.502,16.481,palm
palm_471_keypoints,-0.0,0.0,-3.75,2.669,-6.762,6.057,-7.26,10.197,-7.157,13.515,-3.065,10.375,-2.099,15.224,-1.355,18.649,-0.691,21.567,0.001,10.0,0.688,15.725,1.313,19.065,1.876,21.998,2.441,9.618,2.947,14.852,3.493,17.683,3.992,20.209,4.786,8.627,5.218,12.726,5.45,14.877,5.292,17.193,palm
palm_472_keypoints,-0.0,0.0,-3.555,2.384,-6.649,5.502,-7.497,9.759,-7.678,12.883,-3.085,10.204,-2.608,15.109,-2.262,18.667,-1.826,21.149,0.002,10.0,-0.06,15.346,0.661,18.771,0.846,21.666,2.407,9.766,2.421,14.911,2.674,17.507,2.812,19.921,4.534,8.686,4.726,12.648,4.941,14.859,4.676,17.119,palm
palm_473_keypoints,-0.0,0.0,-3.601,2.517,-6.706,5.853,-7.252,10.04,-7.45,13.104,-3.113,10.2,-2.415,14.915,-1.998,18.195,-1.425,21.161,-0.002,10.0,0.107,15.476,0.814,18.72,1.29,21.698,2.41,9.693,2.662,14.759,2.814,17.485,3.121,19.896,4.627,8.627,4.853,12.715,5.027,14.85,4.923,17.118,palm
palm_474_keypoints,-0.0,0.0,-3.546,2.274,-6.708,5.882,-7.14,9.902,-7.402,13.009,-3.049,10.127,-2.499,14.803,-1.833,18.176,-0.97,20.828,0.002,10.0,0.329,15.202,0.968,18.381,1.469,21.281,2.293,9.385,2.8,14.463,2.775,17.14,3.113,19.569,4.516,8.284,4.958,12.183,4.977,14.458,4.886,16.649,palm
palm_475_keypoints,-0.0,0.0,-3.542,2.345,-6.783,6.074,-7.21,10.217,-7.482,13.317,-3.111,10.344,-2.424,15.144,-1.551,18.387,-0.865,21.043,0.004,9.999,0.406,15.658,1.178,18.914,1.651,21.499,2.403,9.656,2.905,14.584,2.935,17.642,3.278,20.042,4.689,8.513,4.947,12.456,5.062,14.684,5.048,16.727,palm
palm_476_keypoints,-0.0,0.0,-3.431,2.499,-6.329,5.896,-7.038,10.124,-7.272,13.004,-2.803,10.244,-1.972,14.917,-1.366,18.156,-0.753,20.805,0.001,10.0,0.716,15.182,1.323,18.421,1.864,21.865,2.348,9.337,2.908,14.151,3.329,16.83,3.845,19.495,4.62,8.197,5.125,12.039,5.375,14.255,5.212,16.338,palm
palm_477_keypoints,-0.0,0.0,-3.433,2.223,-6.713,5.664,-7.631,10.047,-7.551,13.409,-3.108,10.274,-2.131,15.434,-1.498,18.726,-1.031,21.589,0.004,10.0,0.801,15.518,1.24,19.06,1.734,22.145,2.508,9.352,2.835,14.705,3.316,17.679,3.645,20.335,4.652,8.524,5.119,12.286,5.31,14.735,5.364,16.976,palm
palm_478_keypoints,-0.0,0.0,-3.351,2.551,-6.533,6.253,-7.025,10.247,-7.247,13.416,-3.006,10.245,-2.11,15.016,-1.357,18.139,-0.647,20.976,-0.003,10.0,0.69,15.388,1.347,18.527,1.865,21.392,2.464,9.442,2.895,14.378,3.413,17.243,3.875,19.724,4.587,8.542,5.054,12.394,5.46,14.492,5.358,16.467,palm
palm_479_keypoints,-0.0,0.0,-3.645,2.563,-6.638,6.412,-7.173,10.805,-7.259,14.046,-2.923,10.503,-1.729,15.567,-1.031,18.995,-0.459,21.692,0.001,10.0,1.008,15.848,1.705,19.276,2.295,22.079,2.454,9.255,3.267,14.599,3.856,17.401,4.342,20.22,4.834,8.093,5.38,12.515,5.845,14.586,5.613,16.991,palm
palm_47_keypoints,-0.0,0.0,-2.495,3.826,-4.751,7.764,-4.286,12.341,-3.377,15.847,-2.21,10.642,-0.801,15.314,0.69,18.572,1.929,21.13,0.48,9.988,2.27,15.827,3.521,18.855,4.769,21.766,3.167,9.216,4.349,14.247,5.365,17.281,6.372,19.962,5.728,8.095,6.411,11.961,7.169,14.06,7.587,16.755,palm
palm_480_keypoints,-0.0,0.0,-3.567,2.053,-7.051,5.584,-7.457,9.891,-7.905,13.034,-3.045,10.284,-2.638,15.126,-1.96,18.763,-1.192,21.43,0.004,9.999,0.1,15.733,0.869,19.252,1.65,22.024,2.54,9.037,2.636,14.77,3.025,17.805,3.792,20.473,4.946,7.878,5.285,12.196,5.384,14.631,5.483,17.065,palm
palm_481_keypoints,-0.0,0.0,-3.75,2.581,-7.215,6.188,-7.54,10.545,-7.835,13.823,-3.132,10.539,-2.183,15.43,-1.135,19.013,-0.405,22.006,0.001,10.0,0.782,15.78,1.655,19.608,2.245,22.41,2.576,9.341,3.007,14.967,3.615,17.873,4.345,20.866,4.748,8.215,5.362,12.41,5.585,14.953,5.685,17.409,palm
palm_482_keypoints,-0.0,0.0,-3.825,2.46,-6.748,6.251,-7.393,10.14,-7.704,13.532,-3.15,10.393,-1.878,15.309,-0.925,18.566,-0.259,21.448,-0.001,10.0,0.917,15.305,1.723,18.913,2.388,21.795,2.426,9.208,2.911,14.49,3.679,17.352,4.491,19.883,4.834,8.312,5.328,11.979,5.562,14.3,5.712,16.744,palm
palm_483_keypoints,-0.0,0.0,-3.963,1.968,-7.074,6.062,-7.358,10.354,-7.559,13.626,-2.908,10.377,-1.808,15.332,-0.832,18.87,-0.087,21.465,-0.0,10.0,0.965,15.765,1.89,19.094,2.687,21.899,2.491,9.28,3.196,14.441,3.965,17.586,4.816,20.157,4.853,8.036,5.487,11.992,6.051,14.299,6.039,16.524,palm
palm_484_keypoints,-0.0,0.0,-3.724,2.302,-6.692,5.913,-6.968,10.278,-7.395,13.447,-2.918,10.453,-1.772,15.459,-1.005,18.479,-0.878,20.252,0.001,10.0,0.706,15.799,1.536,18.704,2.115,19.397,2.353,9.233,2.881,14.415,3.7,17.61,3.788,18.918,4.554,7.937,4.957,12.012,5.423,13.975,5.536,16.037,palm
palm_485_keypoints,-0.0,0.0,-3.709,2.338,-6.645,6.256,-6.547,10.718,-6.408,14.235,-2.899,10.732,-2.141,15.588,-1.233,18.816,-1.23,19.937,-0.0,10.0,0.74,16.262,1.45,19.447,2.02,19.117,2.328,9.226,2.911,14.498,3.71,17.662,3.69,18.695,4.633,7.989,5.038,12.187,5.526,14.493,5.685,16.603,palm
palm_486_keypoints,-0.0,0.0,-3.74,2.109,-6.561,6.315,-6.116,11.155,-6.063,14.443,-2.967,10.943,-1.86,15.712,-0.871,18.861,-0.64,20.161,-0.0,10.0,1.224,16.39,2.144,19.653,2.828,19.285,2.668,9.035,3.435,14.763,4.377,17.73,4.927,18.756,4.857,7.707,5.713,12.247,6.219,14.643,6.361,16.743,palm
palm_487_keypoints,-0.0,0.0,-3.704,2.452,-6.363,6.615,-5.859,10.857,-5.759,13.973,-2.678,10.644,-1.624,15.497,-0.616,18.456,0.333,20.86,0.001,10.0,1.162,15.584,2.357,18.874,2.763,19.999,2.267,8.899,3.331,14.128,4.187,17.225,4.709,19.462,4.574,7.594,5.296,11.585,5.641,13.871,6.051,16.043,palm
palm_488_keypoints,-0.0,0.0,-3.871,1.726,-6.597,6.0,-6.471,10.612,-6.59,14.039,-2.987,10.513,-2.165,15.497,-1.312,19.136,-0.407,21.527,0.0,10.0,0.609,15.956,1.681,19.652,2.249,21.906,2.411,9.194,2.898,14.557,3.513,18.038,4.439,20.528,4.638,7.497,5.259,12.008,5.571,14.521,5.566,16.996,palm
palm_489_keypoints,-0.0,0.0,-3.606,1.525,-6.754,6.017,-7.043,10.598,-7.341,14.024,-3.047,10.578,-2.408,15.615,-1.594,19.355,-0.915,22.384,0.001,10.0,0.464,16.332,1.26,19.972,1.892,21.641,2.445,9.01,2.75,15.058,3.283,18.43,3.823,21.275,4.71,7.633,5.088,12.403,5.347,14.881,5.403,17.397,palm
palm_48_keypoints,-0.0,0.0,-2.835,2.626,-5.008,6.142,-5.087,9.781,-5.643,12.615,-2.528,10.254,-1.688,14.229,-0.705,16.839,0.358,19.082,0.01,10.0,1.047,14.516,1.853,17.312,2.829,19.648,2.164,9.029,3.191,13.183,3.816,15.983,4.426,18.239,4.314,7.878,5.224,11.126,5.462,13.119,5.978,15.286,palm
palm_490_keypoints,-0.0,0.0,-3.696,1.424,-7.092,5.653,-6.971,10.682,-7.016,14.485,-3.192,10.619,-1.921,16.648,-1.093,20.251,-0.198,23.149,-0.001,10.0,0.874,16.811,1.945,20.473,2.809,22.229,2.678,9.155,3.353,15.091,4.181,18.695,4.909,21.861,5.182,7.545,5.774,12.121,6.049,14.817,5.995,17.588,palm
palm_491_keypoints,-0.0,0.0,-3.726,2.016,-6.963,6.26,-6.615,10.885,-6.654,14.492,-2.96,10.687,-1.814,15.77,-0.806,19.095,0.433,22.019,0.0,10.0,1.031,15.902,2.067,19.331,3.056,22.997,2.401,8.903,3.319,14.386,4.089,17.661,4.929,20.357,4.794,7.36,5.21,11.404,5.784,13.946,5.91,16.496,palm
palm_492_keypoints,-0.0,0.0,-3.713,1.91,-6.832,6.367,-6.434,11.294,-6.328,14.629,-2.616,10.721,-1.21,16.172,0.195,19.623,0.956,21.698,-0.0,10.0,1.807,16.061,2.992,19.477,3.924,20.761,2.625,8.645,3.839,14.157,5.082,17.764,5.742,20.187,4.907,6.872,5.823,11.108,6.578,13.502,6.73,15.98,palm
palm_493_keypoints,-0.0,0.0,-3.934,2.14,-6.877,6.731,-6.519,11.217,-6.737,14.963,-2.832,10.879,-1.376,15.944,-0.165,19.475,0.93,21.893,-0.001,10.0,1.571,16.178,3.194,19.928,3.865,20.983,2.424,8.558,3.826,14.559,4.972,17.882,5.753,20.397,4.859,6.768,5.603,11.02,6.278,13.569,6.639,16.215,palm
palm_494_keypoints,-0.0,0.0,-3.853,2.081,-7.401,6.546,-7.165,11.292,-7.073,15.094,-3.2,10.908,-1.758,16.425,-0.72,20.081,0.514,23.557,-0.001,10.0,1.358,16.528,2.51,20.151,3.873,24.085,2.547,8.536,3.808,14.722,4.749,18.035,5.657,21.233,5.176,6.926,5.837,11.43,6.468,14.09,6.789,16.962,palm
palm_495_keypoints,-0.0,0.0,-3.961,1.966,-7.401,6.223,-7.117,11.145,-7.264,14.967,-3.165,10.888,-1.659,16.686,-0.675,20.191,0.679,23.714,0.001,10.0,1.308,16.83,2.613,20.61,3.895,22.567,2.733,8.867,3.818,14.905,4.801,18.409,5.993,22.222,5.305,7.17,5.864,11.769,6.594,14.37,6.922,16.839,palm
palm_496_keypoints,-0.0,0.0,-3.761,1.417,-6.827,5.911,-6.902,11.04,-6.941,14.638,-2.955,10.336,-1.928,15.938,-0.924,19.372,0.413,22.827,0.001,10.0,1.262,16.084,2.346,19.823,3.108,21.906,2.718,8.747,3.696,14.579,4.546,17.836,5.4,21.526,5.119,6.708,5.807,11.42,6.138,13.942,6.47,16.464,palm
palm_497_keypoints,-0.0,0.0,-4.026,1.758,-7.175,6.098,-6.831,11.109,-6.783,14.732,-3.092,10.687,-1.757,15.975,-0.842,19.454,0.866,22.927,0.001,10.0,1.03,16.173,2.32,19.77,3.522,21.914,2.49,8.811,3.333,14.356,4.248,17.836,5.36,21.599,4.813,7.442,5.809,11.579,6.101,14.106,6.362,16.53,palm
palm_498_keypoints,-0.0,0.0,-4.103,1.815,-7.457,6.146,-7.164,11.535,-7.107,15.327,-3.249,11.085,-1.745,16.947,-0.31,20.567,0.373,22.864,-0.001,10.0,1.436,16.834,2.825,20.706,3.325,21.985,2.493,8.782,3.658,15.102,4.764,18.82,5.294,21.4,4.999,7.203,5.993,12.145,6.523,14.725,6.833,17.371,palm
palm_499_keypoints,-0.0,0.0,-3.765,1.396,-6.919,5.765,-6.881,10.698,-7.044,14.114,-3.061,10.298,-1.926,15.935,-0.856,19.342,0.172,22.2,0.002,10.0,1.032,15.665,2.485,19.639,3.029,21.171,2.325,8.672,3.534,14.175,4.1,17.387,4.8,20.673,4.873,6.946,5.761,11.303,6.256,13.86,6.124,16.594,palm
palm_49_keypoints,-0.0,0.0,-3.034,2.841,-5.56,6.235,-5.569,9.985,-5.993,13.083,-2.274,10.497,-1.601,14.406,-0.703,17.055,-0.311,19.151,0.01,10.0,1.084,14.274,1.81,17.316,2.322,19.887,2.288,9.407,3.244,13.207,3.399,16.372,3.9,18.751,4.438,8.148,4.891,11.491,5.368,13.391,5.572,15.593,palm
palm_4_keypoints,-0.0,0.0,-2.983,2.454,-6.037,5.516,-6.822,9.14,-5.903,12.538,-2.7,10.025,-1.902,14.279,-1.021,17.1,-0.14,19.92,-0.001,10.0,0.756,14.972,1.397,18.21,2.577,20.832,2.411,9.348,2.86,14.05,3.521,16.93,4.313,19.421,4.654,8.506,5.224,12.351,5.647,14.354,5.524,16.505,palm
palm_500_keypoints,-0.0,0.0,-3.679,1.695,-6.78,5.281,-6.939,10.312,-7.257,13.927,-3.15,10.374,-2.372,15.671,-1.554,19.405,-0.859,22.496,0.001,10.0,0.493,16.129,1.331,19.971,2.066,23.276,2.642,9.279,3.033,14.871,3.555,18.218,4.189,20.986,5.163,7.913,5.78,12.351,5.817,14.901,5.92,17.214,palm
palm_501_keypoints,-0.0,0.0,-3.709,1.635,-6.841,5.657,-6.628,10.448,-6.825,13.548,-2.88,10.277,-1.826,15.495,-0.761,19.027,-0.155,21.09,0.001,10.0,1.099,15.839,2.065,19.395,2.523,21.284,2.463,9.299,3.245,14.267,3.817,17.497,4.617,19.934,4.955,7.852,5.496,11.827,5.95,14.139,6.134,16.199,palm
palm_502_keypoints,-0.0,0.0,-3.831,1.304,-6.694,5.143,-6.597,9.813,-6.969,13.004,-2.901,10.097,-2.191,15.284,-1.18,18.646,-0.53,21.136,-0.001,10.0,0.662,15.508,1.589,18.99,2.144,22.121,2.453,9.15,2.942,14.271,3.478,17.302,4.127,19.791,4.918,7.775,5.448,11.952,5.777,14.395,5.629,16.504,palm
palm_503_keypoints,-0.0,0.0,-3.624,1.798,-6.51,5.54,-6.699,9.719,-6.938,12.851,-2.936,10.196,-2.227,14.937,-1.426,18.406,-0.612,21.102,-0.001,10.0,0.512,15.554,1.228,18.659,1.79,21.509,2.106,9.129,2.717,14.277,3.208,17.24,3.89,19.776,4.424,7.921,5.007,12.114,5.33,14.347,5.245,16.482,palm
palm_504_keypoints,-0.0,0.0,-3.717,2.44,-6.436,6.301,-6.433,10.6,-6.49,13.616,-2.887,10.407,-2.012,14.963,-1.067,18.697,-0.263,21.573,-0.001,10.0,0.617,15.426,1.604,18.951,2.248,21.97,2.357,9.14,2.951,14.473,3.503,17.519,4.204,20.023,4.598,8.213,5.132,12.264,5.476,14.567,5.61,16.829,palm
palm_505_keypoints,-0.0,0.0,-3.614,1.989,-6.557,6.021,-6.343,10.232,-6.393,13.158,-2.827,10.309,-1.92,14.909,-1.048,18.352,-0.198,21.025,-0.001,10.0,0.709,15.624,1.76,19.018,2.329,21.382,2.237,8.982,3.051,14.286,3.526,17.357,4.184,19.695,4.539,7.849,5.113,11.959,5.541,14.168,5.519,16.504,palm
palm_506_keypoints,-0.0,0.0,-3.712,1.923,-6.734,6.032,-6.568,10.111,-6.634,13.325,-3.04,10.196,-1.962,15.371,-1.085,18.642,-0.216,21.501,0.0,10.0,0.726,15.785,1.602,19.055,2.254,21.87,2.257,9.189,2.976,14.563,3.653,17.474,4.349,20.071,4.603,7.941,5.179,12.014,5.414,14.425,5.718,16.715,palm
palm_507_keypoints,-0.0,0.0,-3.751,2.208,-6.362,6.229,-6.355,10.482,-6.155,13.511,-2.777,10.343,-1.86,15.196,-1.057,18.484,-0.11,21.519,0.0,10.0,0.813,15.626,1.742,18.986,2.508,21.753,2.443,9.218,3.047,14.476,3.687,17.172,4.381,20.065,4.635,8.292,5.152,12.086,5.556,14.314,5.465,16.68,palm
palm_508_keypoints,-0.0,0.0,-3.578,2.464,-6.433,6.391,-6.189,10.594,-6.132,13.39,-2.759,10.567,-1.719,15.379,-0.92,18.59,0.184,21.406,-0.001,10.0,1.035,15.542,1.984,18.921,2.771,21.72,2.288,9.252,3.077,14.655,3.644,17.412,4.377,20.018,4.442,8.022,5.125,12.308,5.406,14.417,5.643,16.746,palm
palm_509_keypoints,-0.0,0.0,-3.707,1.99,-6.765,6.132,-6.557,10.289,-6.672,13.581,-3.092,10.256,-2.064,15.154,-1.113,18.914,-0.264,21.856,0.002,10.0,0.635,15.839,1.585,19.179,2.36,22.246,2.425,9.177,2.985,14.719,3.636,17.713,4.261,20.186,4.699,8.181,5.329,12.337,5.534,14.811,5.689,17.089,palm
palm_50_keypoints,-0.0,0.0,-2.317,3.252,-4.324,6.678,-4.143,10.228,-3.646,12.762,-2.061,10.262,-1.38,13.872,-0.989,16.315,-0.417,18.547,-0.003,10.0,0.709,14.004,1.237,16.932,1.825,19.36,1.82,9.262,2.517,13.068,2.824,15.718,3.306,18.056,3.718,8.221,4.163,11.355,4.72,13.39,4.671,15.275,palm
palm_510_keypoints,-0.0,0.0,-3.51,2.042,-6.566,5.976,-6.324,10.317,-6.517,13.264,-2.811,10.374,-2.032,15.288,-1.193,18.786,-0.368,21.388,-0.001,10.0,0.559,15.666,1.471,19.048,2.174,21.978,2.246,9.361,2.809,14.626,3.395,17.485,4.008,20.038,4.474,8.226,5.0,12.501,5.286,14.532,5.503,16.68,palm
palm_511_keypoints,-0.0,0.0,-3.624,2.19,-6.682,6.017,-6.368,10.456,-6.856,13.507,-2.913,10.56,-1.985,15.545,-1.227,18.904,-0.502,21.683,-0.0,10.0,0.579,16.047,1.409,19.291,2.019,21.996,2.198,9.309,2.764,14.867,3.417,17.759,3.985,20.278,4.56,8.482,5.278,12.536,5.388,14.765,5.521,17.089,palm
palm_512_keypoints,-0.0,0.0,-3.47,2.13,-6.427,5.907,-6.283,10.15,-6.71,12.952,-2.863,10.264,-2.218,15.091,-1.453,18.534,-0.757,21.118,-0.002,10.0,0.565,15.424,1.535,18.925,2.02,22.424,2.32,9.453,2.831,14.596,3.358,17.309,3.959,19.911,4.625,8.326,5.012,12.328,5.337,14.498,5.286,16.742,palm
palm_513_keypoints,-0.0,0.0,-3.491,2.144,-6.582,5.626,-6.751,9.858,-7.213,12.83,-2.96,10.19,-2.618,15.276,-2.006,18.544,-1.25,20.947,0.001,10.0,0.198,15.95,0.888,19.112,1.367,22.12,2.265,9.547,2.438,14.752,2.888,17.579,3.356,19.934,4.443,8.546,4.961,12.39,5.202,14.5,4.912,16.79,palm
palm_514_keypoints,-0.0,0.0,-3.338,2.41,-6.25,6.013,-6.413,10.141,-6.839,12.965,-2.822,10.287,-2.254,15.21,-1.744,18.356,-1.066,20.766,-0.003,10.0,0.272,15.409,1.056,18.607,1.431,21.414,2.154,9.444,2.57,14.566,2.846,17.298,3.226,19.478,4.365,8.613,4.681,12.321,4.886,14.525,4.793,16.502,palm
